metadata	Lyrics
Lady Gaga□□□□□□□□□□ answers□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 19.177981599650373□ 266295.8581446868□ False 0.22754209713979173□□ 0.7158642354917724□□□□ 4□ -6.675□ 1 -0.00574299152677047□□□ 0.08221848972653167□□□ -0.0013086586714513339□ 0.29759299603671185□□□□ 0.127□ 168.844 4 hard-rock□□□□□□□□	one i walk in the room there's a beautiful sunshine ray across the room then i hear the phone ring walk to it and i don't know what to say hello good day but what i do know is that tonight is gonna be the night when   he says 'i love you' and 'i really care about you' when he says he'll hold me in his arms when i'm afraid when i'll say oh i'll say i love him too and i care about you yeah this ain't no charade then he'll drive me home listenin' to the radio and he says he really loves me too he'll do anything  two oh i walk through the door there's a beautiful moonlight shine across the room i crawl into bed thinkin' what i did today with him but what i do know is that i love him too and the next time i see him walking down the streetdown the street i'll think about this time that was as beautiful as sunshine oh   he says 'i love you' and 'i really care about you' yeah he says he'll hold me in his arms when i'm afraid and i'll say i love you too yeah i love you oh i'll say i care about you yeah this ain't no charade then he'll drive me home listenin' to the radio then he says he really loves me and he'll do anything   i look in his brown eyes and see a surprise it's like a present that you open oh and do you know oh do you know what that surprise is it's love and the next time i see him walking down the streets in his old white tshirt i'll always remember this time that was as beautiful as sunshine   oh oh oh sunshine oh oh oh sunshine sunshine sunshine was as beautiful as sunshine
Nicki Minaj□□□□□□□□ Bad Day□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 74.03265424209378□□ 176175.9426032614□ False 0.5473204386502□□□□□□ 0.413849619397921□□□□□ 3□ -10.112 1 0.08585081496229288□□□□ 0.6955643425801603□□□□ 0.06739457334792569□□□□ 0.07372698715276481□□□□ 0.62□□ 139.979 4 chill□□□□□□□□□□□□	do you mean all the things you are are you pleased with the way things are wear that dress to protect this scar that only i have seen   do you give just to please yourself do you wish you were somewhere else justified all the things you tried said that it was all for me   and be near just for the moment stay here never go home did you know that everything she ever does is for you so it goes the story of a broken heart comes true it comes true   have you learned all the secrets yet will you burn by the things i've said took the dive just to feel alive but never heard the truth now i'm in love but i don't know how i'm in pain cause i want it now as i sit watching her eyes close i slowly open mine   and be near just for the moment stay here never go home did you know that everything she ever does is for you so it goes the story of a broken heart comes true it comes true  4 i am so confused by this i know that life is hit or miss days are stung by too much sun i think that you may be the one  5 cover yourself up in me shrouded in what could have been i will listen to your pain if you listen to me  6 did you know that everything she ever does is for you so it goes as the story of a broken heart comes true did you know that everything she ever does is for you and i know the story of a broken heart comes true come true true it comes true true
Post Malone□□□□□□□□ Talk□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 64.61072478607049□□ 156010.10281404125 False 0.8323442909912047□□□ 0.9937033748760381□□□□ 9□ -12.742 1 0.1674268349151822□□□□□ 0.1295435487589109□□□□ 0.5160457370516185□□□□□ 0.06898353044499238□□□□ 0.46□□ 122.012 4 deep-house□□□□□□□	eminem  jazmine sullivan yeah ooh this game is like cocaine i want this more than anything in the world haha so do i at least i thought i did got to have it yeah i need it i'm addicted yeah i'm fading   eminem this is a beat with no words at first its a blank painting exercising the mind its brain strength training it starts off something like shady's an insane maniac yeah slim shady that's a zany name ain't it now all you need's an image to go with the name baby wifebeaters and white tshirts hanes mainly it's a long shot but is it possible there's a lane maybe if not he's gon' have to come and change the whole game ain't he he wants the fame so bad he can taste it he can see his name up in lights women screaming his fucking name fainting shady did it he sold out the whole dang stadium joe shmoe made it he took his plain jane lady and his baby hailie out the trailer but he ain't trailing anymore he's ahead of the race while maintaining his innocence little does he know his train is derailing and he's about to be raped by this game anally now  hook jazmine sullivan what would you do for a little bit what would you give for a little bit of that cocaine cause once you cave in you don't want to leave i got to have it yeah i made it i'm addicted yeah i'm fading cause once you cave in you don't want to leave   eminem youre operating on all cylinders syllables spit like dillingers spilling your guts people are feeling your mic skills but these haters are ice grilling ya willing to sacrifice anything for the life that they might steal from ya fake friends will kill for ya die for ya but you cant decipher why for the life of ya it wasnt like this when you were cyphering argue with your wife again she found vicodin in your pants last night again your dispute's public nothing is private anymore oh and your best friend say byebye to him what kind of apple you take a bite of slim but this is what you wanted marshall ain't it fuck no the way that it turned out was nothin' like the picture that i painted in my head sometimes a dream and making it's more fun than it's to actually make it the game stripped me naked it robbed me of ever having another real relationship with another girl this world is a fucking trip as i slip in another world proceed take another hit sniff 'til i fucking hurl tell 'em all to fucking sit and spin 'til they fucking twirl middle finger up again relapsing back in this game oh well fuck it then now  hook jazmine sullivan what would you do for a little bit what would you give for a little bit of that cocaine cause once you cave in you don't want to leave i got to have it yeah i made it i'm addicted yeah i'm fading cause once you cave in you don't want to leave   jazmine sullivan you start off bright just to see your name in lights just so you can live the life you take a bite and lose your sight they call this fame you think you're good just cause you got out the hood concerned only with getting dough no longer poor but lost your soul they call it fame i hear it callin' my name is callin' why you struggling when you could be ballin' my head is saying yes but my feet is stallin' so many walkin' by the end they fallin' but i got to have it like eve and the apple she had to grab it i got to take it i got to make it that's the plan and i can't forsake it yeeyeah  hook jazmine sullivan what would you do for a little bit what would you give for a little bit of that cocaine cause once you cave in you don't want to leave i got to have it yeah i made it i'm addicted yeah i'm fading cause once you cave in you don't want to leave   guess i can't leave it so i'm  oh well fame fame fame
Khalid□□□□□□□□□□□□□ Masquerade□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 41.749864128011396□ 205436.75547119786 False 0.5970529742862114□□□ 0.9451118234528189□□□□ 8□ -4.439□ 1 0.19240347758884793□□□□ 0.013146894169396808□□ 0.890017490127451□□□□□□ 0.3072502455106716□□□□□ 0.758□ 152.047 4 party□□□□□□□□□□□□	to the left to the left everything you own in the box to the left in the closet that's my stuff yes i bought it please don't touch  one keep talking and yes that's fine could you walk and talk at the same time and it's my name that's on the tag come in with your bags let me call you a cab  pre standing in the front yard telling me how i'm such a fool how i'm never gonna find a man like you got me twisted   you must not know about me you must not know about me i can have another you in a minute matter of fact he'll be here in a minute baby you must not know about me you must not know about me i can have another you by tomorrow so don't you ever for a second get to thinking you're irreplaceable  two so go ahead and get gone call up that chick and see if she's home oops i bet you thought that i didn't know what'd you think i was putting you out for 'cause you were untrue hauling her around in the truck that i bought you baby drop them keys hurry up before your taxi leaves  pre standing in the front yard telling me how i'm such a fool talking about how i'm never gonna find a man like you got me twisted   you must not know about me you must not know about me i can have another you in a minute matter of fact he'll be here in a minute baby you must not know about me you must not know about me i can have another you by tomorrow so don't you ever for a second get to thinking you're irreplaceable
Ed Sheeran□□□□□□□□□ Miss You□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 1.5152687677995136□ 235853.88354302174 False 0.6274424334284356□□□ 0.6233867410404642□□□□ 6□ -5.861□ 1 0.07864107270595731□□□□ 0.07821856124431023□□□ -0.0641000496686976□□□□ 0.03978541863442539□□□□ 0.15□□ 119.006 4 deep-house□□□□□□□	we are the crowd we're ccomin' out got my flash on it's true need that picture of you it's so magical we'd be so fantastico leather and jeans garage glamorous not sure what it means but this photo of us it don't have a price ready for those flashing lights 'cause you know that baby i   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi   i'll be your girl backstage at your show velvet ropes and s yeah 'cause you're my rock star in between the sets eyeliner and cigarettes shadow is burnt yellow dance and we turn my lashes are dry purple teardrops i cry it don't have a price loving you is cherry pie 'cause you know that baby i   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi   real good we dance in the studio snap snap to that shit on the radio don't stop for anyone we're plastic but we still have fun   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi
Taylor Swift□□□□□□□ Bad Liar□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 29.78366642499966□□ 154822.0261991305□ False 0.4371722500381353□□□ 0.9221231714266411□□□□ 11 -6.134□ 1 -0.016901799071078936□□ 0.08974122852309974□□□ 0.6924531989901824□□□□□ 0.06861100640954715□□□□ 0.315□ 122.99□ 4 piano□□□□□□□□□□□□	last night my fantasies become ohsotrue you said you wanted me as much as i want you if i said it hadn't crossed my mind then oh baby i'd be lying it just got complicated i don't know what to do  pre can i get it like that that that let me know 'cause i really like that that that when you go and i know it's not real but the way that i feel i just need to know can i get it like that that that let me know 'cause i really like that that that when you go and i know it's not real but the way that i feel i just need to know know know know   in my dreams you say you want me my body in my dreams you say you need me believe me in my dreams you say you love me say you'll never leave my dreams in my dreams  post you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like you love me right in my dreams   inside i'm screaming loud i'm calling out your name it's time you started listening don't think you can hear me 'cause if you really wanna go right 'round time is tickin' we gotta leave now time is tickin' we gotta leave town tonight hey  pre can i get it like that that that let me know 'cause i really like that that that when you go and i know it's not real but the way that i feel i just need to know know know know   in my dreams you say you want me my body in my dreams you say you need me believe me in my dreams you say you love me say you'll never leave my dreams in my dreams  post you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like you love me right in my dreams   in my dreams dreams dreams yeah in my dreams dreams dreams yeah in my dreams oh   in my dreams you say you want me my body in my dreams you say you need me believe me in my dreams you say you love me say you'll never leave my dreams in my dreams  post you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like yeah you love me right oh yeah you love me like you love me right in my dreams   yeah in my dreams yeah in my dreams
Taylor Swift□□□□□□□ New Shoes□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 86.63553307332604□□ 223779.90777946947 False 0.5654141555008017□□□ 0.9324725904955874□□□□ 9□ -12.695 1 0.002133903891179824□□□ 0.5601111184239917□□□□ -0.05961704249654454□□□ 0.10803925804200612□□□□ 0.575□ 120.033 4 psych-rock□□□□□□□	no i didn't think you would let me down that easy oh no girl and i didn't think it was over until you walked away like it was nothing baby   and that moment was so hard for me to breathe yeah cause you took away the biggest part of me yeah life was so unpredictable yeah never thought a love like yours would leave me all alone oh no didn't waste any time but you had already made up your mind no sympathy cause i was out of line oh yeah   but i didn't think you would let me down that easy oh no girl and i didn't think it was over until you walked away like it was nothing girl it was a bad day hey girl i knew i was wrong but you could've said goodbye baby it was a bad day now i'm like woah it was a bad day it was a bad day
Beyonc□□□□□□□□□□□□□ Back It Up□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 27.071560925596394□ 183805.00338532712 False 0.9021728487511662□□□ 0.7640842509569954□□□□ 5□ -6.388□ 1 -0.008032277869093496□□ -0.09011706098948616□□ 0.05995957048567216□□□□ 0.4183235909281049□□□□□ 0.319□ 94.857□ 4 edm□□□□□□□□□□□□□□	released in 09
Post Malone□□□□□□□□ Appointments□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 9.345409198555746□□ 218376.85642214637 False 0.5034796687395108□□□ 0.49026701272598205□□□ 6□ -5.375□ 1 0.0007125480003064635□□ 0.6513944694548726□□□□ -0.09900767586547891□□□ 0.2656076575412367□□□□□ 0.73□□ 173.963 4 acoustic□□□□□□□□□	when i'm here in your arms i feel love in my heart i can breathe not even pinching myself i don't care i'm with you you with me i never wished on the star when the star ain't got nothing on me 'cause i can wish you in my dreams  pre when i close my eyes i feel like i'm alive 'cause i can fall asleep knowing that tonight you'll be here with me ohh   let me know if this is a dream oh oh oh then i don't wanna know i don't wanna know 'cause i ain't 'bout to be without you babe without you babe ohh let me know if this is a dream oh oh oh then i ain't letting go i ain't letting go 'cause everything i love is about you babe about you babe so i'd rather be a dreamer than waking up with nobody home oh oh oh oh oh oh oh oh oh oh if that's the only way to be with you then dreaming you is where i belong oh oh oh oh oh oh oh oh oh oh   i think the luckiest girl in the whole wide world could be me i get to be with the one that i love anytime i please i feel like i can stay forever beyond eternity it's like i'm where i'm supposed to be  pre when i close my eyes i feel like i'm alive 'cause i can fall asleep knowing that tonight you'll be here with me ohh   let me know if this is a dream oh oh oh then i don't wanna know i don't wanna know 'cause i ain't 'bout to be without you babe without you babe ohh let me know if this is a dream oh oh oh then i ain't letting go i ain't letting go 'cause everything i love is about you babe about you babe so i'd rather be a dreamer than waking up with nobody home oh oh oh oh oh oh oh oh oh oh if that's the only way to be with you then dreaming you is where i belong oh oh oh oh oh oh oh oh oh oh   it took a lifetime just to get with you to be with you baby and now that i'm here with you i'm gonna take it in breathe you in yeah yeah yeah and if i am dreaming let the dream be that i'm awake 'cause i'd rather dream about you than living life without me and you you   let me know if this is a dream oh oh oh then i don't wanna know i don't wanna know 'cause i ain't 'bout to be without you babe without you babe ohh let me know if this is a dream oh oh oh then i ain't letting go i ain't letting go 'cause everything i love is about you babe about you babe so i'd rather be a dreamer than waking up with nobody home oh oh oh oh oh oh oh oh oh oh if that's the only way to be with you then dreaming you is where i belong oh oh oh oh oh oh oh oh oh oh let me know if this is a dream oh oh oh then i don't wanna know i don't wanna know 'cause i ain't 'bout to be without you babe without you babe ohh let me know if this is a dream oh oh oh then i ain't letting go i ain't letting go 'cause everything i love is about you babe about you babe so i'd rather be a dreamer than waking up with nobody home oh oh oh oh oh oh oh oh oh oh if that's the only way to be with you then dreaming you is where i belong oh oh oh oh oh oh oh oh oh oh   oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh
Charlie Puth□□□□□□□ Cocaine□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 73.86014409880673□□ 312040.08395637036 True□ 0.5969478614983635□□□ 0.08351563271120255□□□ 7□ -5.122□ 1 0.09072619284042395□□□□ -0.08179335050529139□□ -0.005533971843882082□□ 0.17735714062834257□□□□ 0.165□ 79.975□ 3 acoustic□□□□□□□□□	50let's move  swizz beatz whoo clap your hands now 4x jump 8x  beyonc mission one let me see you run put your knees up in the sky cause we just begun hey hey  mission two this is how we do shuffle shuffle to right to the left let's move hey hey  mission three can you dougie with me throw your own little swag on this swizzy beat hey hey  mission four if you ready for more jump rope jump rope get your feet off the floor hey hey  i ain't worried doing me tonight a little sweat ain't never hurt nobody don't just stand there on the wall everybody just move your body  move your body 4x  everybody won't you move your body x  hey  can you get me bodied i wanna be myself tonight x  wanna move my body i wanna let it out tonight  wanna party wanna dance  wanna be myself tonight  hey  mission five come here let's go  time to move your little hips vmonos vmonos  hey hey  mission six bring it back real quick  do the running man and then turn around like this  hey hey  mission seven time to break it down  step and touch to the dancehall sound  hey hey  mission eight feel that heart beat race  snap your fingers tap your feet just keep up with this pace  hey hey  i ain't worried doing me tonight  a little sweat ain't never hurt nobody  don't just stand there on the wall  everybody just move your body  move your body 4x  everybody won't you move your body x  hey  can you get me bodied i wanna be myself tonight x  wanna move my body i wanna let it out tonight  wanna party wanna dance  wanna be myself tonight  hey  fellas on the floor all my ladies on the floor  everybody get ready to move your body  baby all i want is to let it go  ain't no worries no  we can dance all night  move your body  that means come closer to me  while we dance to the beat  move your body  now run to the left to the left to the left  now run to the left to the left  now run to the right to the right to the right  run back to the right to the right  repeat  now wave the american flag  wave the american flag x  hey  swizz beatz now cool off cool off  hey
Taylor Swift□□□□□□□ Control□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 74.11302028054402□□ 177325.27547769865 False 0.537432381896704□□□□ 0.6684205064881029□□□□ 0□ -13.817 1 0.10318576646292783□□□□ 0.05058714453634081□□□ -0.03225316615265354□□□ 0.3221015296250318□□□□□ 0.208□ 114.624 4 acoustic□□□□□□□□□	eminem they ask me am i okay they ask me if i'm happy are they asking me that because of the shit that's been thrown at me or am i just a little snappy and they genuinely care doody most of my life it's just been me and you there and i continuously stare at pictures of you i never got to say i love you as much as i wanted to but i do yeah i say it now when you can't hear me what the fuck good does that do me now but somehow i know you're near me in presence oh i went and dropped some presents off for easter to them two little beautiful boys of yours to try to ease their minds a little and dog you'll never believe this but sharonda actually talks to me nowjesus and everyone else is just tryin' to pick up the pieces man how could you touch so many fuckin' lives and just leave us they say grievance has a way of affectin' everyone different if it's true how the fuck i'm s'posed to get over you difficult as it sounds   obie trice doody i drop a tear in a rhyme the day you find it is the day i stop missin' deshaun holton it was written it was woven for a soldier to leave so suddenly got me wide open how could god take a soul so dope and turn around leave us all heartbroken know that you're sayin' keep goin' be a man no emotion it's your duty until we meet again doody   eminem doody that's what we'd call each other i don't know where it came from but it just stuck with us we was always brothers never thought about each other's skin colors 'til one day we was walkin' up the block in the summer it was like 90 degrees i was catchin' a sunburn tryin' to walk under the trees just to give me some comfort i'm moanin' i just wanna get home and i look over and your shirt is off i'm like you're gonna fry you're like no i won't i'm black stupid and black people they got melatonin in their skinwe dont burn meanwhile my face is glowin' and i feel like i'm on fire and the entire time you're just laughin' at me and snappin' at me with your shirt bastard and i still have to get you back for that shit and by the way them playboy rings my mother stole from you well nate finally got 'em back shit it must've been at least 6 years ago well i put 'em in your caskoww movin' past it it still ain't registered yet but you can bet your legacy they'll never forget the motor city motown hip hop vet hip hop shop dreads it don't stop there yeah as difficult as it sounds   obie trice doody i drop a tear in a rhyme the day you find it is the day i stop missin' deshaun holton it was written it was woven for a soldier to leave so suddenly got me wide open how could god take a soul so dope and turn around leave us all heartbroken know that you're sayin' keep goin' be a man no emotion it's your duty until we meet again doody   eminem and this might sound a little strange but i'ma tell it i found that jacket that you left at my wedding and i picked it up to smell it i wrapped it up in plastic until i put it in glass and hang up in the hallway so i can always look at it and as for all me and d we feel like fuck rap it feels like our general just fuckin' died in our lap we shut off all our pagers all our cell numbers is changed our twoways are in the trash so some cats will have to find a new way and i know it feels like the dreams will die with you today but the truth is they're all still here and you ain't purple gang you gotta keep pressin' on don't ever give up the dream dog i got love for you all and doody it's true you brought people together who never woulda been in the same room if it wasn't for you you were the peacemaker doody i know sometimes you were moody but you hated confrontation and truly hated the feuding but you was down for yours whenever it came to scrappin' if it had to happen it had to happen believe me i know you're the one who taught me to throw them 'bows back on dresden from eggin' cars to paintballin' gettin' arrested to sittin' across from each other in cells laughin' and jestin' they tried to hit us for five years for that no question i guess them hookers and bums that we shot up didn't show up for court so we got off on a technicality left sweatin' me you and what's his face i forgot his fuckin' name shame he even came to your funeral he betrayed our team and if i see him again i'ma punch him in the fuckin' face and thats on hailie jade whitney laine and alainas name i let the pistol bang once just to lick a shot in the air for you and pour some liquor out with obie in the parking lot of 54 just before we were supposed to get in cars to come and see you once more difficult as it sounds   obie trice doody
Drake□□□□□□□□□□□□□□ Rock Bottom□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 53.6247399764354□□□ 257191.6757189245□ False 0.6374069630250196□□□ 1.0542829763058648□□□□ 2□ -7.786□ 0 -0.03285821019062623□□□ 0.4761384309102208□□□□ -0.063676383268706□□□□□ 0.13683111718693178□□□□ 0.312□ 140.099 4 acoustic□□□□□□□□□	he's such a nice boy so wellmannered he's so much better than the last one youbroughtaround please and thankyou everything matters i'm gonna make surethat she knows i'm the best she's found  pre the moment she walks out that door i'm not pretending anymore   if your mother knew all of the things that we do if your mother knew all the things we do if your mother knew she'd keep me so far from you if your mother knew all the things we do   sneak out the window bed stuffed with pillows i'll be waiting in the car right around the block back of the benzo back of the benzo more than a friend zone more than a friend zone we've been hiding since the time they forgot to knock  pre the moment she walks out that door she walks out the door i'm not pretending anymore   if your mother knew all of the things that we do yeah if your mother knew if your mother all the things we do all that we do if your mother knew she'd keep me so far from you if your mother knew oh all the things we do   next time that she sees me she gon' act like she don't know me 'cause she knows all of the story now your daddy wants to kill me ah next time that she sees me she gon' act like she don't know me 'cause she knows all of the story now your daddy wants to kill me yeah yeah if your mother only knew ooh  pre the moment she walks out that door i'm not pretending anymore   if your mother knew all of the things that we do if your mother knew all the things we do we do if your mother knew she'd keep me so far from you if your mother knew all the things we do from you oh  post next time that she sees me hey she gon' act like she don't know me does she know me 'cause she knows all of the story now your daddy wants to kill me yeah next time that she sees me she gon' act like she don't know me 'cause she knows all of the story now your daddy wants to kill me yeah   if your mother knew all the things we do if your mother knew all the things we do if your mother knew all of the things that we do
Katy Perry□□□□□□□□□ Untouchable□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 56.3671165473274□□□ 206839.22155190393 False 0.9045359572614314□□□ 0.7976928003410889□□□□ 3□ -8.572□ 0 0.10311501838847603□□□□ 0.6839563826115971□□□□ 0.06493141750779777□□□□ 0.30119215266432264□□□□ 0.836□ 86.989□ 4 chill□□□□□□□□□□□□	swing low sweet chariot comin' for to carry me home swing low sweet chariot comin' for to carry me home  i looked over jordan and what did i see comin' for to carry me home a band of angels comin' after me comin' for to carry me home  repeat  if you get there before i do comin' for to carry me home tell all my friends i'm comin' too comin' for to carry me home
Phoebe Bridgers□□□□ my future□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 31.15634605217508□□ 244713.70209649584 False 0.18982511547718448□□ 0.5096528381283448□□□□ 9□ -19.757 1 0.06371750135601759□□□□ 0.07758845857264543□□□ 0.0068612204068328325□□ 0.14789903711940305□□□□ 0.126□ 87.103□ 4 british□□□□□□□□□□	'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow   i wanna know what do you like what would you say if i said i'd do anything to you you want i wanna know yeah it's alright new positions bet you would like you've been screamin' stop yes please hon baby you've got tricks in my head craziest chick you've ever had i heard what you said in your sleep you wanna wear you wanna mend i like it rough i like it fast i know that deep down you're a freak  pre just say the magic words and i'll come i'll hypnotize you you're gonna lose your mind don't you know baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain baby it's a freakshow baby it's a freakshow   when you're alone what do you dream i wanna know your fantasy don't matter how wrong it might be i wanna see know what i mean psycho and fun sexy and mean it's just different when you're with me i want it all i got a spell put it on you and i won't tell your secret 'cause i am your slave you want it hard you want it tough i like it long never enough i promise that i won't behave  pre just say the magic words and i'll come i'll hypnotize you you're gonna lose your mind don't you know baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain baby it's a freakshow baby it's a freakshow   gimme gimme that gimme gimme that oh give you give you that freaky freaky freakshow like it like that kitty kitty cat oh baby it's a freakshow gimme gimme that gimme gimme that oh give you give you that freaky freaky freakshow like it like that kitty kitty cat oh baby it's a freakshow   'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before wanna show you something that you can't ignore wanna take a peek then open up the curtains baby it's a freakshow 'cause i guarantee you've never seen a show like this before gonna show you something that you can't ignore 'cause i'm sure you're tired of being certain   baby it's a freakshow baby it's a freakshow show show show show show show show show baby it's a freakshow
Rihanna□□□□□□□□□□□□ Never Let You Go□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 56.81995485630458□□ 207668.4358846672□ True□ 0.7630729504491165□□□ 0.4900629860010799□□□□ 7□ -5.14□□ 1 0.02016018263413444□□□□ 0.9377359935915046□□□□ 0.07726389355650264□□□□ 0.0659388244680408□□□□□ 0.318□ 130.005 3 breakbeat□□□□□□□□	refrain ohh ohh ohh ohoh ahh   i can't believe what you said to me last night we were alone you threw your hands up baby you gave up you gave up i can't believe how you looked at me with your james dean glossy eyes in your tight jeans with your long hair and your cigarette stained lies  pre  could we fix you if you broke and is your punch line just a joke   i'll never talk again oh boy you've left me speechless you've left me speechless so speechless and i'll never love again oh boy you've left me speechless you've left me speechless so speechless   i can't believe how you slurred at me with your half wired broken jaw you popped my heart seams on my bubble dreams bubble dreams i can't believe how you looked at me with your johnnie walker eyes he's gonna get you and after he's through there's gonna be no love left to rye  pre  and i know that it's so complicated but i'm a loser in love so baby raise a glass to mend all the broken hearts of all my wrecked up friends   i'll never talk again oh boy you've left me speechless you've left me speechless so speechless i'll never love again oh friend you've left me speechless you've left me speechless so speechless  refrain ohh ohh ohh ohoh ahh   and after all the drinks and bars that we've been to would you give it all up could i give it all up for you and after all the boys and the girls that we've been through would you give it all up could you give it all up if i promise boy to you that i'll never talk again and i'll never love again i'll never write a song won't even sing along i'll never love again ahh    so speechless ahh you left me speechless so speechless will you ever talk again oh boy why you so speechless speechless baby you've left me speechless so speechless   some men may follow me but you choose death and company why you so speechless ohohohoh
Nicki Minaj□□□□□□□□ Black Swan□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 66.52510677536533□□ 171414.12608905556 False 0.7012250826075855□□□ 0.5651556952623634□□□□ 9□ -11.206 1 0.02630735482861418□□□□ 0.726400919684691□□□□□ -0.02712998701372952□□□ 0.03532374882340293□□□□ 0.561□ 124.973 3 edm□□□□□□□□□□□□□□	boogie mr porter  anderson paak turntable mixing heyy oow yeah sup nigga everyone in da club yeah porter on a track nigga   eminem anyway you say i'm cold to the touch could told you this much woo as i go for the gusto bending you over the hutch but you're ready to spread can't tell if you're sweating  extended snippet probably what here to settle down laundry nurse butthurt want me to do all the things remodel yourself yo' deck dick i said ford you have balls incurable oh shove a toilet chuckacord thousand states 'cause i enjoyed it insykeable make a commitment and taking that step with a fitbit and digged it only you can think about me my figment
