Artist,Title,Lyrics,track_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Taylor Swift,Santa Baby,santa baby slip a sable under the tree for me i have been an awful good girl santa baby so hurry down the chimney tonight   santa baby a '54 convertible too light blue well i will wait up for you dear santa baby so hurry down the chimney tonight yeah   think of all the fun i have missed think of all the boys i have not kissed next year i could be just as good if you check off my christmas list   santa baby i want a yacht and really that is not a lot i have been an angel all year santa baby so hurry down the chimney tonight   santa honey there is one more thing i really do need the deed to a platinum mine santa honey so hurry down the chimney tonight   come and trim my christmas tree with some decorations bought at tiffany's i really do believe in you let us see if you believe in me   santa baby forgot to mention one little thing a ring and i do not mean on the phone santa baby so hurry down the chimney tonight,7f2heXmnd24lwz7ng32qZ1,16,151826,False,0.706,0.308,8,-7.35,1,0.0343,0.6,0.0,0.254,0.62,114.974,4,club
Ariana Grande,Moonlight,the sun is setting and you're right here by my side and the movie is playing but we won't be watching tonight every look every look every touch every touch makes me wanna give you my heart i be crushin' on you baby stay right where you are 'cause   i never knew i never knew you could hold moonlight in your hands 'til the night i held you you are my moonlight moonlight   i kiss his fingertips as i'm wishing he's all mine he's giving me elvis with some james dean in his eyes puts his lips puts his lips on my neck on my neck makes me wanna give him my body i be fallin' for you baby and i just can't stop 'cause   i never knew i never knew you could hold moonlight in your hands 'til the night i held you you are my moonlight moonlight baby i be fallin' you're my moonlight moonlight   he's so bossy he makes me dance tryna sit in the back of his whip and just cancel my plans sweet like candy but he's such a man he knows just what it does when hes holding me tight and he calls me moonlight too,0A5gdlrpAuQqZ2iFgnqBFW,65,173066,True,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,4,edm
Ed Sheeran,Fall Down,in hotel rooms far away from home i miss you more than you will know  shine a light just one side to think again that your mine it's high time i'm far away from home  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down  oh i need you without you i'll fall apart and last winter i need you to feed my heart  but all the night sky blue stars are bright shine through like you and i'm far away from home  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down  tell me that there's no where left to land and i'll fall down  catch me with the strength of your own hands and i'll fall down    read more ed sheeran  fall down lyrics  metrolyrics,6591V8mJSzKn29si2hx9iC,42,166153,False,0.559,0.686,4,-5.844,0,0.0639,0.0209,0.0,0.176,0.418,129.807,4,dub
Cardi B,Diamonds,lyrics from snippet  my bitches right there there my riches right too too youn don't touch it my diamonds diamondsdiamonds arethe metaphysical,2V2mEnBBn4HsDRNxuVJvwP,26,300626,False,0.755,0.918,8,-3.558,1,0.0397,0.356,2.23e-06,0.319,0.634,111.017,4,acoustic
Beyonc,Purple Rain,i never meant to cause you any sorrow i never meant to cause you any pain i only wanted to one time to see you laughing i only wanted to see you laughing in the purple rain   purple rain purple rain purple rain purple rain purple rain purple rain i only wanted to see you bathing in the purple rain   i never wanted to be your weekend lover i only wanted to be some kind of friend baby i could never steal you from another it's such a shame our friendship had to end   purple rain purple rain purple rain purple rain purple rain purple rain i only wanted to see you bathing in the purple rain   honey i know i know i know times are changing it's time we all reach out for something new that means you too you say you want a leader but you can't seem to make up your mind i think you better close it and let me guide you to the purple rain   purple rain purple rain purple rain purple rain purple rain purple rain i only wanted to see you bathing in the purple rain,54X78diSLoUDI3joC2bjMz,75,520786,False,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4,funk
Hozier,"Wasteland, Baby!"," All the fear and the fire of the end of the world Happens each time a boy falls in love with a girl Happens great, happens sweet Happily, I'm unfazed here, too   Wasteland, baby I'm in love, I'm in love with you   All the things yet to come are the things that have passed Like the holding of hands, like the breaking of glass Like the bonfire that burns, that all words in the fight fell to   Wasteland, baby I'm in love, I'm in love with you And I love too, that love soon might end Be known in its aching Shown in the shaking Lately of my wasteland, baby Be still, my indelible friend, you are unbreaking Though quaking, though crazy That's just wasteland, baby   And that day that we'll watch the death of the sun That the cloud and the cold and those jeans you have on And you'll gaze unafraid as they sob from the city roofs   Wasteland, baby I'm in love, I'm in love with you And I love too, that love soon might end Be known in its aching Shown in the shaking Lately of my wasteland, baby Be still, my indelible friend, you are unbreaking Though quaking, though crazy That's just wasteland, baby   When the stench of the sea and the absence of green Are the death of all things that are seen and unseen Not an end, but the start of all things that are left to do   Wasteland, baby I'm in love, I'm in love with you   That's it",1IbgYIuVwJsibCcT5GFYHy,58,266466,False,0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844,4,singer-songwriter
Selena Gomez,Wolves,in your eyes there's a heavy blue one to love and one to lose sweet divide a heavy truth water or wine don't make me choose i wanna feel the way that we did that summer night night drunk on a feeling alone with the stars in the sky i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you your fingertips trace my skin to places i have never been blindly i am following break down these walls and come on in i wanna feel the way that we did that summer night drunk on a feeling alone with the stars in the sky i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you i've been running through the jungle i've been running with the wolves to get to you to get to you i've been down the darkest alleys saw the dark side of the moon to get to you to get to you i've looked for love in every stranger took too much to ease the anger all for you yeah all for you i've been running through the jungle i've been crying with the wolves to get to you to get to you oh to get to you,6B34WMWGgFYn8nxKUcRQPI,18,221000,False,0.412,0.899,7,-6.087,1,0.105,2.69e-06,0.0302,0.357,0.251,115.133,4,black-metal
Charlie Puth,1984,all of you you could do so much better what you got now it's not enough but you let it go to your head now hope no one have calls your bluff  pre every single word that i hear you saying it's just another lie to cover up your feeling baby it's got to be worst so don't walk out the door i know just what you been missing   let me love you so right girl your body i can ignore we'll be running with the night like it's 984   oh you wish you would give me something you would've leave me with nothing at all but you leaning right on the edge now knowing that i'm there to break your fall  pre every single word that i hear you saying it's just another lie to cover up your feeling baby it's got to be worst so don't walk out the door i know just what you been missing yeah  hey   let me love you so right girl your body i can ignore we'll be running with the night like it's 984   queen of a castle destined to catch her fall ooh seems like a dead game before she was born at all ooh  let me love you  girl let me love you  girl,0zmU4bGV5OmfBsOU9KPfxy,45,192600,False,0.456,0.505,11,-7.495,1,0.036,0.243,6.58e-06,0.0689,0.585,135.828,4,cantopop
Ben Howard,Only Love," Darling, you're with me, always around me Only love, only love Darling, I feel you under my body Only love, only love  Give me shelter, or show me heart Come on, love, come on, love Watch me fall apart, watch me fall apart...   And I'll be yours to keep A wind in the shadow, a whale song in the deep  A wind in the shadow, a whale song in the deep...   Darling, you're with me, always around me Only love, oh, only love Darling, I feel you under my body Only love, ah, only love  Give me shelter, or show me heart Come on, love, come on, love Watch me fall apart, watch me fall apart, mm...   And I'll be yours to keep A wind in the shadow, a whale song in the deep  A wind in the shadow, a whale song...   Darling, you're with me, always around me Only love, oh, only love Darling, I feel you under my body Only love, ah, only love  Give me shelter, or show me heart Come on, love, come on, love Watch me fall apart, watch me fall apart Watch me fall apart, watch me fall apart  Watch me fall apart!   Only love, love, love Only love, love, love Only love, love, love Girl, show me heart!  Come on love, love, love Come on love, love, love Come on love, love, love Watch me fall apart!  Come on love, love, love Come on love, love, love Come on love, love, love Girl, show me heart!  Show me love, love, love Show me love, love, love Show me love, love, love Watch me fall apart!     Darling, I feel you under my body Darling, you're with me, forever and always Give me shelter or show me heart And watch me fall apart, watch me fall apart",2OGMCY04v5CvjyhHun4ADm,40,276960,False,0.675,0.676,2,-3.779,1,0.0265,0.469,5.69e-05,0.179,0.502,122.99,4,blues
Billie Eilish,idontwannabeyouanymore,don't be that way fall apart twice a day i just wish you could feel what you say show never tell but i know you too well kind of mood that you wish you could sell   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you anymore   hands hands getting cold losing feeling is getting old was i made from a broken mold hurt i can't shake we've made every mistake only you know the way that i break   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you i don't wanna be you i don't wanna be you anymore,41zXlQxzTi6cGAjpOXyLYH,81,203569,False,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3,electro
Beyonc,"Swing Low, Sweet Chariot",swing low sweet chariot comin' for to carry me home swing low sweet chariot comin' for to carry me home  i looked over jordan and what did i see comin' for to carry me home a band of angels comin' after me comin' for to carry me home  repeat  if you get there before i do comin' for to carry me home tell all my friends i'm comin' too comin' for to carry me home,2YRCm9vudHsrEdLKYlaAcr,26,137066,False,0.571,0.096,5,-12.417,1,0.0963,0.912,0.0,0.124,0.379,76.142,4,bluegrass
Dua Lipa,Genesis,in the beginning god created heaven and earth for what it's worth i think that he might've created you first just my opinion your body is the one paradise that i wanna fly to every day and every night  pre i've been sick and tired of running chasing all of the flashing lights these late nights don't mean nothing so i just wanna apologize i'm sorry so sorry i'm sorry yeah   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning   don't matter what's written we can start all over again all over again oh how can i get you all over my skin my deep intuition tells me that i'm doing you wrong if i don't come home just say you forgive me and don't let me go  pre i've been sick and tired of running chasing all of the flashing lights these late nights don't mean nothing so i just wanna apologize i'm sorry so sorry i'm sorry yeah   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning   you know i'll roar like a lion for you you know i'll keep trying 'til the sun starts rising   i need your love and i'm dying for the rush 'cause my heart ain't got enough i need your touch this is getting serious tell me that it's not the end of us how can we go back to the beginning how can we go back to the beginning without you i've got no air to breathe in how can we go back to the beginning,5A0XPD65UbFBexOvlY9sXl,24,154776,False,0.553,0.972,7,-2.65,1,0.0579,0.0227,8.7e-06,0.331,0.494,155.006,4,hardstyle
Hozier,It Will Come Back,"You know better, babe, you know better, babe Than to look at it, look at it like that You know better, babe, you know better, babe Than to talk to it, talk to it like that  Don't give it a hand, offer it a soul Honey, make this easy Leave it to the land, this is what it knows Honey, that's how it sleeps  Don't let it in with no intention to keep it Jesus Christ, don't be kind to it Honey, don't feed it, it will come back  You know better, babe, you know better, babe Than to smile at me, smile at me like that You know better babe, you know better babe Than to hold me just, hold me just like that  I know who I am when I'm alone I'm something else when I see you You don't understand, you should never know How easy you are to need  Don't let me in with with no intention to keep me Jesus Christ, don't be kind to me Honey, don't feed me, I will come back  It can't be unlearned I've known the warmth of your doorways Through the cold, I'll find my way back to you  Oh, please, give me mercy no more That's a kindness you can't afford I warn you, baby, each night, as sure as you're born You'll hear me howling outside your door  Don't you hear me howling, babe? Don't you hear me howling, babe? Don't you hear me howling, babe? Don't you hear me howling? Don't you hear me howling? Don't you hear me howling, babe?",2W0OHMIUBh3ZMZk59dgugg,37,218305,False,0.227,0.162,3,-19.039,1,0.0348,0.974,0.942,0.105,0.0613,110.689,4,guitar
Selena Gomez,Same Old Love,produced by benny blanco and stargate written by benny blanco charli xcx mikkel s eriksen ross golan  tor erik hermansen   selena gomez take away your things and go you can't take back what you said i know i've heard it all before at least a million times i'm not one to forget you know  pre  selena gomez i don't believe i don't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love   selena gomez i'm not spending any time wasting tonight on you i know i've heard it all so don't you try and change your mind cause i won't be changing too you know  pre  selena gomez you can't believe still can't believe it you left in peace left me in pieces too hard to breathe i'm on my knees right now 'ow   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love   i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love i'm so sick of that so sick of that love   selena gomez with charli xcx i'm so sick of that same old love that shit it tears me up im so sick of that same old love my body's had enough ohohoh that same old love ohohoh that same old love im so sick of that same old love feels like i've blown apart im so sick of that same old love the kind that breaks your heart ohohoh that same old love ohohoh that same old love,6ZANrVuAMp2rpjhfbOuJly,71,229080,False,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,4,dance
Lady Gaga,Replay,am i am i am i am i am i am i   am i still alive whereami i cry whowas it that pulled the triggerwas it you or i i'm completely numb why you actingdumb iwon'tblame myself 'causewe both knowyou were the one   i don't know what to do you don't know what to say the scars on my mind are on replay rreplay the monster inside you is torturing me the scars on my mind are on replay rreplay eheh  post replay rreplay eheh the scars on my mind are on replay rreplay eheh   every single day yeah i dig a grave then i sit inside it wondering if i'll behave it's a game i play and i hate to say you're the worst thing and the best thing that's happened to me   i don't know what to do you don't know what to say the scars on my mind are on replay rreplay the monster inside you is torturing me the scars on my mind are on replay rreplay eheh  post replay rreplay eheh the scars on my mind are on replay rreplay eheh   psychologically it's something that i can't explain scratch my nails into the dirt to pull me out okay does it matter does it matter damage is done does it matter does it matter you had the gun you had the gun you had the gun you had the gun   i don't know what to do you don't know what to say the scars on my mind are on replay rreplay the monster inside you is torturing me the scars on my mind are on replay rreplay eheh   your monsters torture me your monsters torture me your monsters torture me the scars on my mind are on replay rreplay eheh,4E5P1XyAFtrjpiIxkydly4,76,182306,False,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,dance
Billie Eilish,my boy,three and four and babada babadabada mmm mmm   my boy's bein' sus he was shady enough but now he's just a shadow my boy loves his friends like i love my split ends and by that i mean he cuts 'em off what   my boy my boy my boy don't love me like he promised my boy my boy my boy he ain't a man and sure as hell ain't honest   my boy's bein' sus and he don't know how to cuss he just sounds like he's tryna be his father who are you my boy's an ugly crier but he's such a pretty liar and by that i mean he said he'd change   my boy my boy my boy don't love me like he promised my boy my boy my boy he ain't a man and sure as hell ain't honest   my boy mymy boy my friends i lovelove ii lovelove my split ends my boy love love love love love love mymy boy love love love love love love my boy my love love love love love love love love alright dude go trip over a knife   my boy my boy my boy don't love me like he promised my boy my boy my boy he ain't a man and sure as hell ain't honest   you want me to be yours well then you gotta be mine and if you want a good girl then goodbye you want me to be yours well then you gotta be mine and if you want a good girl then goodbye,1RGasjWLZ4qMN7wbtkLa3u,74,170852,False,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,4,electro
Ariana Grande,7 rings,yeah breakfast at tiffany's and bottles of bubbles girls with tattoos who like getting in trouble lashes and diamonds atm machines buy myself all of my favorite things yeah been through some bad shit i should be a sad bitch who woulda thought it'd turn me to a savage rather be tied up with calls and not strings write my own checks like i write what i sing yeah yeah  pre my wrist stop watchin' my neck is flossy make big deposits my gloss is poppin' you like my hair gee thanks just bought it i see it i like it i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it you like my hair gee thanks just bought it i see it i like it i want it i got it yep   wearing a ring but ain't gon' be no mrs bought matching diamonds for six of my bitches i'd rather spoil all my friends with my riches think retail therapy my new addiction whoever said money can't solve your problems must not have had enough money to solve 'em they say which one i say nah i want all of 'em happiness is the same price as redbottoms  pre my smile is beamin' yeah my skin is gleamin' is gleamin' the way it shine i know you've seen it you've seen it i bought a crib just for just for the closet closet both his and hers i want it i got it yeah   i want it i got it i want it i got it i want it i got it i want it i got it baby you like my hair gee thanks just bought it oh yeah i see it i like it i want it i got it yep   yeah my receipts be lookin' like phone numbers if it ain't money then wrong number black card is my business card the way it be settin' the tone for me i don't mean to brag but i be like put it in the bag yeah when you see them racks they stacked up like my ass yeah shoot go from the store to the booth make it all back in one loop gimme the loot never mind i got the juice nothing but net when we shoot look at my neck look at my jet ain't got enough money to pay me respect ain't no budget when i'm on the set if i like it then that's what i get yeah   i want it i got it i want it i got it oh yeah i want it i got it i want it i got it oh yeah yeah you like my hair gee thanks just bought it i see it i like it i want it i got it i see yep,6ocbgoVGwYJhOv1GgI9NsF,84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance
Charlie Puth,Through It All,you could say i lived a crazy life for a man so young the kind that made me question my faith now i'm looking back just wondering where the time has gone but i guess it's just the price you pay i've already loved more than i thought i could love someone i've already felt my heart break yeah i've already fell so many times but i got back up but at least i did it all my way   i've been through it all yeah i've been through it all yeah you won't see me crying if tomorrow never comes god only knows i've been through it all   growing up in this wild city you had to fight or run now you know why i'm not afraid yeah maybe it's my recklessness that got me in trouble but at least i did it all my way   i've been through it all yeah i've been through it all yeah you won't see me crying if tomorrow never comes god only knows i've been through it all   ooh oohooh oohooh oohooh yeah i've been through it all ooh oohooh oohooh oohooh yeah yeah oh mmhmmh mmhmmh   i've been through it all yeah i've been through it all yeah you won't see me crying if tomorrow never comes god only knows i've been through it all you won't see me crying if tomorrow never comes god only knows i've been through it all,0AzezC2xzQy50q7L3g11aU,24,159000,False,0.474,0.865,7,-3.926,0,0.0483,0.000659,1.78e-06,0.198,0.344,87.074,4,drum-and-bass
Ariana Grande,Have Yourself A Merry Little Christmas,oh yeah have yourself a merry little christmas let your heart be light from now on your troubles will be out of sight mmm oh yeah   have yourself a merry little christmas make the yuletide gay from now on our troubles will be miles away oh   here we are as in olden days happy golden days of yores faithful friends who are dear to us gather near to us once more ooh   through the years we all will be together if the fates allow until then we'll have to muddle through somehow and have yourself a merry little christmas now,5Vv9gXd6HmKtjMgeQbYWq5,1,175840,False,0.609,0.247,7,-9.038,1,0.0425,0.961,2.41e-06,0.219,0.485,112.3,4,blues
Eminem,Bad Guy,part  produced by s and mphazes   it's like i'm in this dirt digging up old hurt tried everything to get my mind off you it won't work all it takes is one song on the radio you're right back on it reminding me all over again how you fucking just brushed me off and left me so burnt spent a lot of time tryna soul search maybe i needed to grow up a little first well looks like i hit a growth spurt but i'm coming for closure don't suppose an explanation i'm owed for the way that you turned your back on me just when i may have needed you most oh you thought it was over you could just close the chapter and go about your life like it was nothing you ruined mine but you seem to be doing fine well i've never recovered but tonight i bet you that what you're 'bout to go through's tougher than anything i ever have suffered can't think of a better way to define poetic justice can i hold grudges mind saying let it go fuck this heart's saying i will once i bury this bitch alive hide the shovel and then drive off in the sunset   sarah jaffe i flee the scene like it was my last ride you see right through oh you had me pegged the first time you can see the truth but it's easier to justify what's bad is good and i hate to be the bad guy i just hate to be the bad guy follow me i ruhuhun follow me i ruhuhun i just hate to be the bad guy follow me i ruhuhun follow me i ruhuhun   and to think i used to think you was the shit bitch to think it was you at one time i worshipped shit think you can hurt people and just keep getting away with it not this time you better go and get the sewing kit bitch finish this stitch so you can reap what you sew nitwit thought some time would pass and i'd forget it forget it you left our family in shambles and you expect me to just get over him pretend he never existed may be gone but he's not forgotten and don't think cause he's been out the picture so long that i've stopped the plotting and still ain't coming to get ya you're wrong and that shit was rotten and the way you played him's same shit you did to me cold have you any idea the shit that i've gone through feelings i harbor all this pentup resentment i hold on to not once you call to ask me how i'm doing letters you don't respond to 'em fuck it i'm coming to see you and gee who better to talk to than you the cause of my problems my life is garbage and i'm 'bout to take it out on you poof then i'm gone voosh   sarah jaffe i flee the scene like it was my last ride you see right through oh you had me pegged the first time you can see the truth but it's easier to justify what's bad is good and i hate to be the bad guy i just hate to be the bad guy follow me i ruhuhun follow me i ruhuhun i just hate to be the bad guy follow me i ruhuhun follow me i ruhuhun   i've been driving around your side of this town like 9 fricking hours and 45 minutes now finally i found your new address park in your drive feel like i've been waiting on this moment all of my life and it's now arrived and my mouth is full of saliva my knife is out and i'm ducking on the side of your house see it's sad it came to this point such a disappointment i had to make this appointment to come and see ya but i ain't here for your empathy i don't need your apology or your friendship or sympathy it's revenge that i seek so i sneak vengefully and treat your bedroom window like i reach my full potentiali peeked continue to peep still bent low then keep tapping the glass lightly then start to crescendo sneak all the way 'round to the back porch man door handles unlocked shouldn't be that easy to do this you don't plan for intruders beforehand surprised to see me cat got your tongue gag chloroform rag dag almost hackup a lung like you picked an axe up and swung stick to the core plan dragged to the back of a trunk by one of your fans irony's spectacular huh now who's a faggot you punk and here's your bronco hat you can have that shit back cause they suck it's just me you and the music now slim i hope you hear it we're in a car right now  wait here comes my favorite lyric i'm the bad guy who makes fun of people that die and hey here's a sequel to my mathers lp just to try to get people to buy how's this for a publicity stunt this should be fun last album now cause after this you'll be officially done eminem killed by m and m matthew mitchell bitch i even have your initials i initially was gonna bury you next to my brother but fuck it since you're in love with your city so much i figured what the fuck the best place you could be buried alive is right here two more exits time is quite near hope we don't get stopped no license i fear that sirens i hear guess 90 on the freeway wasn't the brightest idea as cops appear in my driver's side mirror oh god police aaaghh hope foxtrot gets an aerial shot of your burial plot at least new plan stan slim chauvinist pig drove in this big lincoln town car well gotta go almost at the  ha ha big bro it's for you slim this is for him and frank ocean oh hope you can swim good now say you hate homos again  part  produced by streetrunner  4 i also represent anyone on the receiving end of those jokes you offend i'm the nightmare you fell asleep and then woke up still in i'm your karma closing in with each stroke of a pen perfect time to have some remorse to show for your sin nope it's hopeless i'm the denial that you're hopelessly in when they say all of this is approaching its end but you refuse to believe that it's over here we go all over again back's to the wall i'm stacking up all them odds toilets clogged yeah cause i'm talking a lot of shit but i'm backing it all up but in my head there's a voice in the back and it hollers after the track is demolished i am your lack of a conscience i'm the ringing in your ears i'm the polyps on the back of your tonsils eating your vocal cords after your concerts i'm your time that's almost up that you haven't acknowledged grab for some water but i'm that pill that's too jagged to swallow i'm the bullies you hate that you became with every faggot you slaughtered coming back on ya every woman you insult batter but the doublestandard you have when it comes to your daughters i represent everything you take for granted cause marshall mathers the rapper's persona is half a facade and matthew and stan's just symbolic of you not knowing what you had 'til it's gone cause after all the glitz and the glam no more fans that are calling your name cameras are off sad but it happens to all of them i'm the hindsight to say i told you so foreshadows of all the things that are to follow i'm the future that's here to show you what happens tomorrow if you don't stop after they call ya biggest laughing stock of rap who can't call it quits when it's time to walk away i'm every guilt trip the baggage you have but as you gather up all your possessions if there's anything you have left to say 'less it makes an impact then don't bother so 'fore you rest your case better make sure you're packing a wallop so one last time i'm back 'fore it fades into black and it's all over behold the final chapter in a saga tryna recapture that lightning trapped in a bottle twice the magic that started it all tragic portrait of an artist tortured trapped in his own drawings tap into thoughts blacker and darker than anything imaginable here goes a wild stab in the dark uh as we pick up where the last mathers left off,0iM1Ioz4N4p7MU1DKyqsov,57,157831,False,0.563,0.814,7,-4.219,0,0.0558,0.00983,0.0437,0.0732,0.796,140.615,4,ska
Post Malone,Myself,i wish i could've been there myself   its what it is it's how i live all theplacesi've been i wishi couldve been there myself i madeso much spent so much and i can't get enough i wish i could've been there myself wish i could've been there myself   your second cousin lives in orlando orlando and yeah i just finished a show just finished a show people shoving shots down their damn throat some selling yes but i'm gonna say no gonna say no   it's what it is it's how i live all the places i've been ive been i wish i couldve been there myself wish i could've been there myself i made so much spent so much and i cant get enough i can't get enough i wish i could've been there myself   all of this american dreamin' everybodys sick of believin' oh let's not give a fuck 'til giving a fuck has no meaning oh i'm sick of believing all of this american dreaming oh let's not give a fuck 'til giving a fuck has no meaning oh   it's what it is it's how i live all the places i've been i wish i could've been there myself wish i could've been there myself i made so much spent so much and i can't get enough no i can't get enough i wish i could've been there myself wish i could've been there myself   no i can't get enough oh oh oh oh,5YLHLxoZsodDWjqSgjhBf3,68,167552,False,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,4,electro
Eminem,Everything I Do,cds ain't selling no more anyways man look at soundscan i really don't think it matters if  hook everythingido is numberone that makes you two and thatspells trouble for me and you 'cause that's how beef starts between crews and i don't mind if i debut at number two so why do you if we make money then why can't you be satisfied with what you do  verse it's like our legacy's pregnant we're planting eggs every record they're beggin' me to release a cd every other second but don't xpect it 'cause evry time i get hit with that question i just deflect it get cahis or 50's record and check it and buck is out like get these motherfuckers out 'fore i smack 'em plus ti just dropped an album now go out and get that one and i got a whole stable of artists who's able and fully capable of holdin' a label 'til i figure out when i'm ready to drop or maybe not shady look how hot you were on top you were pop you were so popular now you're not you're a washed up entrepreneur how's it possible well it's not if your little fickle minds would've caught on but you didn't see i don't rap for the green i mean i ain't greedy but i also know what it's like to be needy and i will never go back to poverty see it ain't easy to try to step away from entertainment separate it from cds and every day it just seems like we're beefin' even the media's meat eaters they gotta give you something to read or you won't buy it believe what you wanna believe let 'em feed to you the bs ps peace to ti you gon be 'aight and we out  hook everything i do is number one that makes you two and that spells trouble for me and you 'cause that's how beef starts between crews and i don't mind if i debut at number two so why do you if we make money then why can't you be satisfied with what you do   peace hold a head up partner you know how we do what we gonna do when we do it and we don't give a fuck what you're doin' we gon' touchdown back up in the private charter plane we gon' touchdown you know we gon' get it crackin' man we gon' touchdown i told you ain't no way to keep 'em quiet with ti and shady baby they gon' make a bigger riot when we touchdown,79UB91873LtOzh3Bfdd9y0,15,327493,False,0.485,0.925,7,-3.798,0,0.0441,0.000175,0.782,0.273,0.541,174.973,4,drum-and-bass
Ed Sheeran,Forever,ooooh darlin' x4    its 4am beneath the stars under the night and you're here and you're here  with candles lit the room is dark the moon is light we can lay here we can love here    forever is all i ever want so be careful when you're giving it to someone  ooooh darlin' x    i bought some food a change of clothes a little wine and a blanket and we used them all  i dreamt the day away on a planet full of life and just stayed there i fell in love there    perfect comes near perfect just for one and forever is all i ever want so be careful when you're giving it to someone  ooooh darlin' x  we're lying down her cheek is resting on my shoulder play with her hair i adore her this is the single sweetest love i've ever known yeah we can stay here run away dear    love knows no fear father doubted some forever is all i ever want so be careful when you're giving it to someone  ooooh darlin' x,4LTeNJlLwIgMTPPyR0KaDP,54,174093,False,0.635,0.444,7,-11.772,1,0.039,0.656,0.00513,0.105,0.758,159.962,4,chill
Selena Gomez,Rise,you can stand beside the madness like a falling tear you can hold onto the sadness like a souvenir or you can close your eyes and see your life like the air  you can tap into the strength you never knew you had you can breathe into your faith no matter where youre at just close your eyes and change your life like the air   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise   the earth can pull you down with all its gravity and the measure of your worth is sometimes hard to see so just hold on when the night is done like the sun   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise   so even when your bones feel like weights and its hard to lift the smile on your perfect face you can still find a peaceful place close your eyes until you're floating up in outer space itll be alright theyre just jealous of your highs so they can knock you down but   like the air you can rise from the rubble with your mind you can hover you can rise like the tide like the heat it in the summer yes i know there are those who will wanna bring you down but you can rise with your mind and make your higher power proud like the air you can rise rise,1bhpBRCLsVg3p7BWARbaDS,60,156453,False,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,3,acoustic
